name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.admin_list_all_sessions(p_include_past boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_list_all_sessions`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_list_all_sessions"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_include_past boolean"",""security_definer"":true}",authenticated_security_definer_function_executable_public_admin_list_all_sessions_p_include_past boolean
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.admin_list_clock_entries(p_member_id uuid, p_limit integer)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_list_clock_entries`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_list_clock_entries"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_member_id uuid, p_limit integer"",""security_definer"":true}","authenticated_security_definer_function_executable_public_admin_list_clock_entries_p_member_id uuid, p_limit integer"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.admin_recent_approvals(p_limit integer)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_recent_approvals`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_recent_approvals"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_limit integer"",""security_definer"":true}",authenticated_security_definer_function_executable_public_admin_recent_approvals_p_limit integer
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.admin_recent_assignments(p_limit integer)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_recent_assignments`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_recent_assignments"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_limit integer"",""security_definer"":true}",authenticated_security_definer_function_executable_public_admin_recent_assignments_p_limit integer
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.admin_update_assigned_task(p_task_id uuid, p_title text, p_description text, p_category text, p_due_date date, p_clear_due boolean, p_clear_description boolean, p_clear_category boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_update_assigned_task`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_update_assigned_task"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_task_id uuid, p_title text, p_description text, p_category text, p_due_date date, p_clear_due boolean, p_clear_description boolean, p_clear_category boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_admin_update_assigned_task_p_task_id uuid, p_title text, p_description text, p_category text, p_due_date date, p_clear_due boolean, p_clear_description boolean, p_clear_category boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.admin_update_session(p_session_id uuid, p_client_name text, p_session_date date, p_start_time time without time zone, p_end_time time without time zone, p_session_type text, p_status text, p_room text, p_notes text, p_assigned_to uuid, p_clear_client_name boolean, p_clear_room boolean, p_clear_notes boolean, p_clear_assigned_to boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/admin_update_session`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""admin_update_session"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_session_id uuid, p_client_name text, p_session_date date, p_start_time time without time zone, p_end_time time without time zone, p_session_type text, p_status text, p_room text, p_notes text, p_assigned_to uuid, p_clear_client_name boolean, p_clear_room boolean, p_clear_notes boolean, p_clear_assigned_to boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_admin_update_session_p_session_id uuid, p_client_name text, p_session_date date, p_start_time time without time zone, p_end_time time without time zone, p_session_type text, p_status text, p_room text, p_notes text, p_assigned_to uuid, p_clear_client_name boolean, p_clear_room boolean, p_clear_notes boolean, p_clear_assigned_to boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.approve_task_edit_request(p_request_id uuid, p_apply_to_template boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/approve_task_edit_request`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""approve_task_edit_request"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_request_id uuid, p_apply_to_template boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_approve_task_edit_request_p_request_id uuid, p_apply_to_template boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.approve_task_reassignment(p_request_id uuid)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/approve_task_reassignment`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""approve_task_reassignment"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_request_id uuid"",""security_definer"":true}",authenticated_security_definer_function_executable_public_approve_task_reassignment_p_request_id uuid
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.approve_task_request(p_request_id uuid)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/approve_task_request`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""approve_task_request"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_request_id uuid"",""security_definer"":true}",authenticated_security_definer_function_executable_public_approve_task_request_p_request_id uuid
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.approve_task_request(p_request_id uuid, p_category text)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/approve_task_request`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""approve_task_request"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_request_id uuid, p_category text"",""security_definer"":true}","authenticated_security_definer_function_executable_public_approve_task_request_p_request_id uuid, p_category text"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.archive_client(p_id uuid)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/archive_client`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""archive_client"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_id uuid"",""security_definer"":true}",authenticated_security_definer_function_executable_public_archive_client_p_id uuid
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_custom_task_to_members(p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_custom_task_to_members`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_custom_task_to_members"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_custom_task_to_members_p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_custom_task_to_members(p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean, p_scope text)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_custom_task_to_members`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_custom_task_to_members"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean, p_scope text"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_custom_task_to_members_p_member_ids uuid[], p_title text, p_description text, p_category text, p_due_date date, p_is_required boolean, p_show_on_overview boolean, p_scope text"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_custom_tasks_to_members(p_member_ids uuid[], p_tasks jsonb, p_batch_title text, p_scope text)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_custom_tasks_to_members`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_custom_tasks_to_members"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_member_ids uuid[], p_tasks jsonb, p_batch_title text, p_scope text"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_custom_tasks_to_members_p_member_ids uuid[], p_tasks jsonb, p_batch_title text, p_scope text"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_session(p_session_id uuid, p_assignee_id uuid)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_session`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_session"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_session_id uuid, p_assignee_id uuid"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_session_p_session_id uuid, p_assignee_id uuid"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_template_items_to_members(p_template_id uuid, p_template_item_ids uuid[], p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_template_items_to_members`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_template_items_to_members"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_template_id uuid, p_template_item_ids uuid[], p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_template_items_to_members_p_template_id uuid, p_template_item_ids uuid[], p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_template_preview(p_template_id uuid, p_template_item_ids uuid[])` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_template_preview`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_template_preview"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_template_id uuid, p_template_item_ids uuid[]"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_template_preview_p_template_id uuid, p_template_item_ids uuid[]"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.assign_template_to_members(p_template_id uuid, p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/assign_template_to_members`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""assign_template_to_members"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_template_id uuid, p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_assign_template_to_members_p_template_id uuid, p_member_ids uuid[], p_due_date date, p_title_override text, p_description_override text, p_show_on_overview boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.cancel_task_assignment_batch(p_batch_id uuid, p_hide_open_tasks boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/cancel_task_assignment_batch`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""cancel_task_assignment_batch"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_batch_id uuid, p_hide_open_tasks boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_cancel_task_assignment_batch_p_batch_id uuid, p_hide_open_tasks boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.clock_in()` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/clock_in`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""clock_in"",""schema"":""public"",""language"":""plpgsql"",""arguments"":"""",""security_definer"":true}",authenticated_security_definer_function_executable_public_clock_in_
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.",Function `public.clock_out(p_notes text)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/clock_out`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""clock_out"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_notes text"",""security_definer"":true}",authenticated_security_definer_function_executable_public_clock_out_p_notes text
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.complete_assigned_task(p_assigned_task_id uuid, p_is_completed boolean)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/complete_assigned_task`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""complete_assigned_task"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_assigned_task_id uuid, p_is_completed boolean"",""security_definer"":true}","authenticated_security_definer_function_executable_public_complete_assigned_task_p_assigned_task_id uuid, p_is_completed boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.create_client(p_name text, p_email text, p_phone text, p_notes text, p_google_review_link text)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/create_client`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""create_client"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_name text, p_email text, p_phone text, p_notes text, p_google_review_link text"",""security_definer"":true}","authenticated_security_definer_function_executable_public_create_client_p_name text, p_email text, p_phone text, p_notes text, p_google_review_link text"
